isqno,war,name,locn,campgn,postype,post1,post2,front,depth,time,aeroa,surpa,cea,leada,trnga,morala,logsa,momnta,intela,techa,inita,wina,kmda,crit,quala,resa,mobila,aira,fprepa,wxa,terra,leadaa,plana,surpaa,mana,logsaa,fortsa,deepa,is_hero,war2,war3,war4,war4_theater,dbpedia,cow_warno,cow_warname,war_initiator,parent
328,WORLD WAR I (TURKISH FRONTS 1917),GAZA III,PALESTINE,PALESTINE 1917,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,Substantial surprise achieved by attacker,Somwhat favors the attacker,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,attacker win,12.0,clear cut,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,1.0,2.0,2.0,0.0,,0.0,1,WORLD WAR I (TURKISH FRONTS 1917),WORLD WAR I,World War I of 1914-1918,Middle East,http://dbpedia.org/resource/Third_Battle_of_Gaza,106.0,World War I of 1914-1918,0,
329,WORLD WAR I (TURKISH FRONTS 1917),JUNCTION STATION,PALESTINE,PALESTINE 1917,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,attacker win,40.0,clear cut,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,0.0,1,WORLD WAR I (TURKISH FRONTS 1917),WORLD WAR I,World War I of 1914-1918,Middle East,http://dbpedia.org/resource/Battle_of_Jerusalem_(1917),106.0,World War I of 1914-1918,0,
330,WORLD WAR I (WESTERN FRONT 1918),SECOND SOMME-PHASE I (SOMME-PERONNE),FRANCE,GERMAN SPRING OFFENSIVES,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,,Substantial surprise achieved by attacker,Somwhat favors the attacker,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,attacker win,48.6,clear cut,1.0,,1.0,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,,106.0,World War I of 1914-1918,1,
331,WORLD WAR I (WESTERN FRONT 1918),SECOND SOMME-PHASE II (SOMME-MONTDIDIER),FRANCE,GERMAN SPRING OFFENSIVES,An average or intermixture of two or more postures,FD,PD,0.0,0.0,0.0,,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,draw,28.0,not clear cut,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,,106.0,World War I of 1914-1918,1,
332,WORLD WAR I (WESTERN FRONT 1918),LYS,FRANCE,GERMAN SPRING OFFENSIVES,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,,Minor surprise achieved by attacker,Somwhat favors the attacker,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,attacker win,22.0,clear cut,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,0.0,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Battle_of_the_Lys_(1918),106.0,World War I of 1914-1918,1,
333,WORLD WAR I (WESTERN FRONT 1918),YVONNE & ODETTE POSITIONS (SECTOR TOULON),FRANCE,VERDUN SECTOR,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Neither side had theater air superiority,Substantial surprise achieved by attacker,Somwhat favors the attacker,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,attacker win,0.0,not clear cut,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,,106.0,World War I of 1914-1918,1,
334,WORLD WAR I (WESTERN FRONT 1918),CHEMIN-DES-DAMES,FRANCE,GERMAN SPRING OFFENSIVES,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,,Substantial surprise achieved by attacker,Favors neither side,,0.0,0.0,0.0,0.0,,0.0,1.0,,48.0,clear cut,1.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Third_Battle_of_the_Aisne,106.0,World War I of 1914-1918,1,
335,WORLD WAR I (WESTERN FRONT 1918),CANTIGNY,FRANCE,GERMAN SPRING OFFENSIVES,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,,Substantial surprise achieved by attacker,Favors neither side,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,attacker win,1.6,clear cut,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Third_Battle_of_the_Aisne,106.0,World War I of 1914-1918,0,
336,WORLD WAR I (WESTERN FRONT 1918),BELLEAU WOOD,FRANCE,BELLEAU WOOD,An average or intermixture of two or more postures,HD,PD,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",,,,1.0,0.0,0.0,0.0,0.0,0.0,draw,0.5,not clear cut,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Battle_of_Belleau_Wood,106.0,World War I of 1914-1918,0,
337,WORLD WAR I (WESTERN FRONT 1918),HILL 142,FRANCE,BELLEAU WOOD,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,0.9,clear cut,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Battle_of_Belleau_Wood,106.0,World War I of 1914-1918,0,
338,WORLD WAR I (WESTERN FRONT 1918),WEST WOOD I,FRANCE,BELLEAU WOOD,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Battle_of_Belleau_Wood,106.0,World War I of 1914-1918,0,
339,WORLD WAR I (WESTERN FRONT 1918),BOURESCHES I,FRANCE,BELLEAU WOOD,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",,,,1.0,0.0,0.0,0.0,0.0,0.0,draw,1.0,not clear cut,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Battle_of_Belleau_Wood,106.0,World War I of 1914-1918,0,
340,WORLD WAR I (WESTERN FRONT 1918),HILL 192,FRANCE,BELLEAU WOOD,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",,,,1.0,0.0,0.0,0.0,0.0,,,0.8,clear cut,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Battle_of_Belleau_Wood,106.0,World War I of 1914-1918,0,
341,WORLD WAR I (WESTERN FRONT 1918),WEST WOOD II,FRANCE,BELLEAU WOOD,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,,,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,1.6,not clear cut,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Battle_of_Belleau_Wood,106.0,World War I of 1914-1918,0,
342,WORLD WAR I (WESTERN FRONT 1918),NORTH WOOD I (HUNTING LODGE),FRANCE,BELLEAU WOOD,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,,,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,0.8,not clear cut,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Battle_of_Belleau_Wood,106.0,World War I of 1914-1918,0,
343,WORLD WAR I (WESTERN FRONT 1918),BOURESCHES II,FRANCE,BELLEAU WOOD,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Attacker had air superiority in the theater,Minor surprise achieved by attacker,Favors neither side,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,0.0,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Battle_of_Belleau_Wood,106.0,World War I of 1914-1918,1,
344,WORLD WAR I (WESTERN FRONT 1918),NORTH WOOD II,FRANCE,BELLEAU WOOD,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,clear cut,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Battle_of_Belleau_Wood,106.0,World War I of 1914-1918,0,
345,WORLD WAR I (WESTERN FRONT 1918),NORTH WOOD III,FRANCE,BELLEAU WOOD,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,clear cut,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Battle_of_Belleau_Wood,106.0,World War I of 1914-1918,0,
346,WORLD WAR I (WESTERN FRONT 1918),NORTH WOOD IV (FINAL ASSAULT),FRANCE,BELLEAU WOOD,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,0.7,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Battle_of_Belleau_Wood,106.0,World War I of 1914-1918,0,
347,WORLD WAR I (WESTERN FRONT 1918),VAUX,FRANCE,BELLEAU WOOD,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,1.5,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Battle_of_Belleau_Wood,106.0,World War I of 1914-1918,0,
348,WORLD WAR I (WESTERN FRONT 1918),LA ROCHE WOOD EAST,FRANCE,BELLEAU WOOD,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,1.5,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Battle_of_Belleau_Wood,106.0,World War I of 1914-1918,0,347.0
349,WORLD WAR I (WESTERN FRONT 1918),LA ROCHE WOOD WEST,FRANCE,BELLEAU WOOD,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,1.5,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Battle_of_Belleau_Wood,106.0,World War I of 1914-1918,0,347.0
350,WORLD WAR I (WESTERN FRONT 1918),NOYON-MONTDIDIER,FRANCE,BELLEAU WOOD,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,11.5,clear cut,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Battle_of_Belleau_Wood,106.0,World War I of 1914-1918,1,
351,WORLD WAR I (WESTERN FRONT 1918),CHAMPAGNE-MARNE,FRANCE,GERMAN SPRING OFFENSIVES,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,8.1,clear cut,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,,106.0,World War I of 1914-1918,1,
352,WORLD WAR I (WESTERN FRONT 1918),AISNE-MARNE I,FRANCE,AISNE-MARNE,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,Minor surprise achieved by attacker,Favors neither side,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,11.0,clear cut,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,,106.0,World War I of 1914-1918,0,
353,WORLD WAR I (WESTERN FRONT 1918),MISSY AUX BOIS RAVINE,FRANCE,SOISSONS,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,Substantial surprise achieved by attacker,Favors neither side,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,4.5,clear cut,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,,106.0,World War I of 1914-1918,0,
354,WORLD WAR I (WESTERN FRONT 1918),BREUIL,FRANCE,SOISSONS,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,Substantial surprise achieved by attacker,Favors neither side,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,4.4,clear cut,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,,106.0,World War I of 1914-1918,0,
355,WORLD WAR I (WESTERN FRONT 1918),ST. AMAND FARM,FRANCE,SOISSONS,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,Substantial surprise achieved by attacker,Favors neither side,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,2.0,clear cut,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,,106.0,World War I of 1914-1918,0,
356,WORLD WAR I (WESTERN FRONT 1918),BEAUREPAIRE FARM,FRANCE,SOISSONS,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,Substantial surprise achieved by attacker,Favors neither side,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,attacker win,2.3,clear cut,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,,106.0,World War I of 1914-1918,0,
357,WORLD WAR I (WESTERN FRONT 1918),CRAVANCON FERME-CHAUDUN,FRANCE,SOISSONS,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,Substantial surprise achieved by attacker,Favors neither side,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,6.0,clear cut,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,,106.0,World War I of 1914-1918,0,
358,WORLD WAR I (WESTERN FRONT 1918),CHAUDUN,FRANCE,SOISSONS,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,Minor surprise achieved by attacker,Favors neither side,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,3.5,clear cut,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,,106.0,World War I of 1914-1918,0,
359,WORLD WAR I (WESTERN FRONT 1918),AISNE-MARNE II,FRANCE,AISNE-MARNE,A combination posture involving two distinct/separate postures,FD,DL,0.0,0.0,1.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,attacker win,26.0,not clear cut,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,,106.0,World War I of 1914-1918,0,
360,WORLD WAR I (WESTERN FRONT 1918),BERZY LE SEC,FRANCE,AISNE-MARNE II,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,attacker win,3.5,clear cut,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,,106.0,World War I of 1914-1918,0,359.0
361,WORLD WAR I (WESTERN FRONT 1918),BUZANCY RIDGE,FRANCE,AISNE-MARNE II,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,attacker win,1.5,clear cut,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,,106.0,World War I of 1914-1918,0,359.0
362,WORLD WAR I (WESTERN FRONT 1918),"PICARDY 1918, I",FRANCE,AMIENS OFFENSIVE,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,Substantial surprise achieved by attacker,Favors neither side,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,attacker win,18.0,clear cut,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,,106.0,World War I of 1914-1918,0,
363,WORLD WAR I (WESTERN FRONT 1918),"PICARDY 1918, II",FRANCE,AMIENS OFFENSIVE,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,attacker win,61.5,clear cut,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,,106.0,World War I of 1914-1918,0,
364,WORLD WAR I (WESTERN FRONT 1918),ST. MIHIEL,FRANCE,ST. MIHIEL,A combination posture involving two distinct/separate postures,FD,DL,1.0,0.0,1.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,22.5,clear cut,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,,106.0,World War I of 1914-1918,0,
365,WORLD WAR I (WESTERN FRONT 1918),LAHAYVILLE-BOIS DE LAMARCHE,FRANCE,ST. MIHIEL,An average or intermixture of two or more postures,FD,DL,0.0,0.0,0.0,Attacker had air superiority in the theater,Minor surprise achieved by attacker,Favors neither side,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,8.5,clear cut,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,,106.0,World War I of 1914-1918,0,364.0
366,WORLD WAR I (WESTERN FRONT 1918),MEUSE-ARGONNE I,FRANCE,MEUSE-ARGONNE,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,Minor surprise achieved by attacker,Favors neither side,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,15.2,clear cut,,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,,106.0,World War I of 1914-1918,0,
367,WORLD WAR I (WESTERN FRONT 1918),BLANC MONT I,FRANCE,MEUSE-ARGONNE (CHAMPAGNE),"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,5.2,not clear cut,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,,106.0,World War I of 1914-1918,0,
368,WORLD WAR I (WESTERN FRONT 1918),MEDEAH FARM,FRANCE,MEUSE-ARGONNE (CHAMPAGNE),"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,3.1,clear cut,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,,106.0,World War I of 1914-1918,0,367.0
369,WORLD WAR I (WESTERN FRONT 1918),ESSEN HOOK,FRANCE,MEUSE-ARGONNE (CHAMPAGNE),"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,Substantial surprise achieved by attacker,Favors neither side,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,0.1,clear cut,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,,106.0,World War I of 1914-1918,0,367.0
370,WORLD WAR I (WESTERN FRONT 1918),BLANC MONT RIDGE,FRANCE,MEUSE-ARGONNE (CHAMPAGNE),"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,Substantial surprise achieved by attacker,Favors neither side,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,3.0,clear cut,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1918),WORLD WAR I,World War I of 1914-1918,Western Front,,106.0,World War I of 1914-1918,0,367.0
